Date,Close
Nov 2005,259.25
Dec 2005,256.13
Jan 2006,252.88
Feb 2006,249.50
Mar 2006,245.97
Apr 2006,242.31
May 2006,238.50
Jun 2006,234.50
Jul 2006,230.27
Aug 2006,225.80
Sep 2006,221.07
Oct 2006,216.05
Nov 2006,210.74
Dec 2006,205.15
Jan 2007,199.25
Feb 2007,192.94
Mar 2007,186.05
Apr 2007,178.43
May 2007,170.07
Jun 2007,160.92
Jul 2007,150.98
Aug 2007,140.32
Sep 2007,129.14
Oct 2007,117.96
Nov 2007,22006.02
Dec 2007,19066.666666666668
Jan 2008,23207.5
Feb 2008,27923.684210526317
Mar 2008,23038.88888888889
Apr 2008,22261.363636363636
May 2008,22750.0
Jun 2008,33050.0
Jul 2008,30877.272727272728
Aug 2008,25552.5
Sep 2008,22422.5
Oct 2008,10475.0
Nov 2008,8387.5
Dec 2008,10094.736842105263
Jan 2009,10765.78947368421
Feb 2009,9787.5
Mar 2009,9795.0
Apr 2009,13262.5
May 2009,17826.190476190477
Jun 2009,21238.636363636364
Jul 2009,20789.130434782608
Aug 2009,24802.5
Sep 2009,23925.0
Oct 2009,23606.81818181818
Nov 2009,25500.0
Dec 2009,30084.21052631579
Jan 2010,32685.0
Feb 2010,30736.842105263157
Mar 2010,34893.181818181816
Apr 2010,38740.47619047619
May 2010,35147.36842105263
Jun 2010,36627.27272727273
Jul 2010,37993.181818181816
Aug 2010,39152.380952380954
Sep 2010,39208.82352941176
Oct 2010,45019.04761904762
Nov 2010,50102.380952380954
Dec 2010,50520.0
Jan 2011,51550.0
Feb 2011,46308.333333333336
Mar 2011,45991.30434782609
Apr 2011,48180.0
May 2011,46869.04761904762
Jun 2011,45932.5
Jul 2011,48066.666666666664
Aug 2011,45373.68421052631
Sep 2011,42892.5
Oct 2011,40445.23809523809
Nov 2011,42470.454545454544
Dec 2011,38078.57142857143
Jan 2012,38935.71428571428
Feb 2012,41288.09523809524
Mar 2012,42557.142857142855
Apr 2012,42687.5
May 2012,36397.619047619046
Jun 2012,34914.28571428572
Jul 2012,37043.181818181816
Aug 2012,37326.31578947369
Sep 2012,40112.5
Oct 2012,41879.545454545456
Nov 2012,40857.5
Dec 2012,40561.11111111111
Jan 2013,41402.380952380954
Feb 2013,40487.5
Mar 2013,37955.26315789474
Apr 2013,37850.0
May 2013,32831.818181818184
Jun 2013,26636.842105263157
Jul 2013,26493.478260869564
Aug 2013,28723.529411764706
Sep 2013,30661.904761904763
Oct 2013,30478.571428571428
Nov 2013,30042.5
Dec 2013,28702.63157894737
Jan 2014,26141.25
Feb 2014,26708.75
Mar 2014,24512.5
Apr 2014,25172.619047619046
May 2014,26979.166666666668
Jun 2014,28040.47619047619
Jul 2014,26055.263157894737
Aug 2014,28242.5
Sep 2014,27214.772727272728
Oct 2014,22817.391304347828
Nov 2014,18975.0
Dec 2014,16538.75
Jan 2015,15159.52380952381
Feb 2015,17126.315789473683
Mar 2015,17093.18181818182
Apr 2015,15246.42857142857
May 2015,14401.315789473685
Jun 2015,13154.761904761905
Jul 2015,11263.157894736842
Aug 2015,9496.25
Sep 2015,9115.47619047619
Oct 2015,9853.57142857143
Nov 2015,7640.476190476191
Dec 2015,6028.75
Jan 2016,5336.0
Feb 2016,5185.25
Mar 2016,6723.809523809524
Apr 2016,7158.333333333333
May 2016,8220.0
Jun 2016,8768.181818181818
Jul 2016,11303.125
Aug 2016,11814.772727272728
Sep 2016,10802.380952380952
Oct 2016,13332.142857142857
Nov 2016,15955.681818181818
Dec 2016,16715.0
Jan 2017,15673.863636363636
Feb 2017,15840.0
Mar 2017,18082.954545454544
Apr 2017,20008.333333333332
May 2017,16322.5
Jun 2017,17048.863636363636
Jul 2017,19600.0
Aug 2017,20134.782608695652
Sep 2017,19571.428571428572
Oct 2017,21261.363636363636
Nov 2017,20812.5
Dec 2017,20702.380952380954
Jan 2018,25534.782608695652
Feb 2018,29825.0
Mar 2018,27923.863636363636
Apr 2018,26773.809523809523
May 2018,24882.608695652172
Jun 2018,25565.47619047619
Jul 2018,25094.31818181818
Aug 2018,27509.782608695652
Sep 2018,26038.75
Oct 2018,25615.217391304348
Nov 2018,22303.409090909092
Dec 2018,20352.380952380954
Jan 2019,21919.565217391304
Feb 2019,21902.5
Mar 2019,22990.47619047619
Apr 2019,20522.727272727272
May 2019,17455.434782608696
Jun 2019,17272.5
Jul 2019,17226.08695652174
Aug 2019,13911.363636363636
Sep 2019,13284.52380952381
Oct 2019,12811.95652173913
Nov 2019,12061.904761904761
Dec 2019,10871.052631578947
Jan 2020,11915.90909090909
Feb 2020,10552.5
Mar 2020,8396.42857142857
Apr 2020,7597.619047619048
May 2020,7768.75
Jun 2020,7859.523809523809
Jul 2020,7664.772727272727
Aug 2020,8162.5
Sep 2020,8332.954545454546
Oct 2020,8172.368421052632
Nov 2020,9584.52380952381
Dec 2020,14673.684210526315
Jan 2021,13391.25
Feb 2021,12384.21052631579
Mar 2021,11930.681818181818
Apr 2021,12123.809523809523
May 2021,12625.0
Jun 2021,14441.666666666666
Jul 2021,15389.285714285714
Aug 2021,16288.75
Sep 2021,17901.136363636364
Oct 2021,24666.25
Nov 2021,21150.0
Dec 2021,20628.409090909092
Jan 2022,20759.52380952381
Feb 2022,22752.777777777777
Mar 2022,27775.0
Apr 2022,27361.842105263157
May 2022,31826.666666666668
Jun 2022,33051.19047619047
Jul 2022,33957.142857142855
Aug 2022,38760.22727272727
Sep 2022,42587.5
Oct 2022,43252.380952380954
Nov 2022,40771.59090909091
Dec 2022,40469.318181818184
Jan 2023,36308.333333333336
Feb 2023,35430.0
Mar 2023,38339.28571428572
Apr 2023,36555.357142857145
May 2023,27036.904761904763
Jun 2023,23714.70588235294
Jul 2023,26051.25
Aug 2023,28212.5
Sep 2023,29411.25
Oct 2023,27271.590909090908
Nov 2023,25184.090909090908
Dec 2023,24482.894736842107
Jan 2024,27075
Feb 2024,26200
Mar 2024,26700
Apr 2024,25150
May 2024,24900
Jun 2024,23925
Jul 2024,26325
Aug 2024,27175
Sep 2024,26500
Oct 2024,25100
